datetime,data,type,unit,network,region
2003-03-31 02:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 02:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 02:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 02:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 02:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 02:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 03:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 04:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 05:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 06:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 07:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 08:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 09:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 10:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 11:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 12:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 13:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 14:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 15:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 16:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 17:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 18:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 19:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 20:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 21:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 22:55:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:00:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:05:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:10:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:15:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:20:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:25:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:30:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:35:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:40:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:45:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:50:00,0.0,distillate,MW,nem,SA1
2003-03-31 23:55:00,0.0,distillate,MW,nem,SA1
2003-03-01 00:00:00,120.2,gas_steam,MW,nem,SA1
2003-03-01 00:05:00,118.5,gas_steam,MW,nem,SA1
2003-03-01 00:10:00,94.06,gas_steam,MW,nem,SA1
2003-03-01 00:15:00,83.22,gas_steam,MW,nem,SA1
2003-03-01 00:20:00,86.41,gas_steam,MW,nem,SA1
2003-03-01 00:25:00,83.7,gas_steam,MW,nem,SA1
2003-03-01 00:30:00,86.13,gas_steam,MW,nem,SA1
2003-03-01 00:35:00,87.63,gas_steam,MW,nem,SA1
2003-03-01 00:40:00,85.93,gas_steam,MW,nem,SA1
2003-03-01 00:45:00,84.91,gas_steam,MW,nem,SA1
2003-03-01 00:50:00,83.84,gas_steam,MW,nem,SA1
2003-03-01 00:55:00,84.57,gas_steam,MW,nem,SA1
2003-03-01 01:00:00,84.65,gas_steam,MW,nem,SA1
2003-03-01 01:05:00,84.85,gas_steam,MW,nem,SA1
2003-03-01 01:10:00,87.36,gas_steam,MW,nem,SA1
2003-03-01 01:15:00,86.27,gas_steam,MW,nem,SA1
2003-03-01 01:20:00,85.8,gas_steam,MW,nem,SA1
2003-03-01 01:25:00,83.83,gas_steam,MW,nem,SA1
2003-03-01 01:30:00,85.32,gas_steam,MW,nem,SA1
2003-03-01 01:35:00,86.4,gas_steam,MW,nem,SA1
2003-03-01 01:40:00,86.48,gas_steam,MW,nem,SA1
2003-03-01 01:45:00,82.76,gas_steam,MW,nem,SA1
2003-03-01 01:50:00,82.82,gas_steam,MW,nem,SA1
2003-03-01 01:55:00,83.7,gas_steam,MW,nem,SA1
2003-03-01 02:00:00,88.77,gas_steam,MW,nem,SA1
2003-03-01 02:05:00,84.58,gas_steam,MW,nem,SA1
2003-03-01 02:10:00,85.4,gas_steam,MW,nem,SA1
2003-03-01 02:15:00,85.32,gas_steam,MW,nem,SA1
2003-03-01 02:20:00,85.67,gas_steam,MW,nem,SA1
2003-03-01 02:25:00,86.48,gas_steam,MW,nem,SA1
2003-03-01 02:30:00,86.14,gas_steam,MW,nem,SA1
2003-03-01 02:35:00,85.12,gas_steam,MW,nem,SA1
2003-03-01 02:40:00,86.54,gas_steam,MW,nem,SA1
2003-03-01 02:45:00,84.17,gas_steam,MW,nem,SA1
2003-03-01 02:50:00,84.99,gas_steam,MW,nem,SA1
2003-03-01 02:55:00,85.86,gas_steam,MW,nem,SA1
2003-03-01 03:00:00,86.2,gas_steam,MW,nem,SA1
2003-03-01 03:05:00,84.85,gas_steam,MW,nem,SA1
2003-03-01 03:10:00,85.66,gas_steam,MW,nem,SA1
2003-03-01 03:15:00,85.53,gas_steam,MW,nem,SA1
2003-03-01 03:20:00,83.77,gas_steam,MW,nem,SA1
2003-03-01 03:25:00,85.59,gas_steam,MW,nem,SA1
2003-03-01 03:30:00,84.44,gas_steam,MW,nem,SA1
2003-03-01 03:35:00,86.34,gas_steam,MW,nem,SA1
2003-03-01 03:40:00,89.65,gas_steam,MW,nem,SA1
2003-03-01 03:45:00,85.87,gas_steam,MW,nem,SA1
2003-03-01 03:50:00,85.46,gas_steam,MW,nem,SA1
2003-03-01 03:55:00,86.34,gas_steam,MW,nem,SA1
2003-03-01 04:00:00,84.44,gas_steam,MW,nem,SA1
2003-03-01 04:05:00,85.79,gas_steam,MW,nem,SA1
2003-03-01 04:10:00,84.1,gas_steam,MW,nem,SA1
2003-03-01 04:15:00,82.76,gas_steam,MW,nem,SA1
2003-03-01 04:20:00,86.81,gas_steam,MW,nem,SA1
2003-03-01 04:25:00,85.19,gas_steam,MW,nem,SA1
2003-03-01 04:30:00,85.32,gas_steam,MW,nem,SA1
2003-03-01 04:35:00,87.02,gas_steam,MW,nem,SA1
2003-03-01 04:40:00,86.34,gas_steam,MW,nem,SA1
2003-03-01 04:45:00,84.92,gas_steam,MW,nem,SA1
2003-03-01 04:50:00,85.8,gas_steam,MW,nem,SA1
2003-03-01 04:55:00,84.64,gas_steam,MW,nem,SA1
2003-03-01 05:00:00,83.16,gas_steam,MW,nem,SA1
2003-03-01 05:05:00,85.93,gas_steam,MW,nem,SA1
2003-03-01 05:10:00,84.58,gas_steam,MW,nem,SA1
2003-03-01 05:15:00,86.21,gas_steam,MW,nem,SA1
2003-03-01 05:20:00,87.42,gas_steam,MW,nem,SA1
2003-03-01 05:25:00,84.99,gas_steam,MW,nem,SA1
2003-03-01 05:30:00,85.39,gas_steam,MW,nem,SA1
2003-03-01 05:35:00,83.77,gas_steam,MW,nem,SA1
2003-03-01 05:40:00,85.05,gas_steam,MW,nem,SA1
2003-03-01 05:45:00,83.77,gas_steam,MW,nem,SA1
2003-03-01 05:50:00,85.33,gas_steam,MW,nem,SA1
2003-03-01 05:55:00,89.86,gas_steam,MW,nem,SA1
2003-03-01 06:00:00,86.81,gas_steam,MW,nem,SA1
2003-03-01 06:05:00,84.25,gas_steam,MW,nem,SA1
2003-03-01 06:10:00,93.59,gas_steam,MW,nem,SA1
2003-03-01 06:15:00,96.36,gas_steam,MW,nem,SA1
2003-03-01 06:20:00,94.05,gas_steam,MW,nem,SA1
2003-03-01 06:25:00,88.17,gas_steam,MW,nem,SA1
2003-03-01 06:30:00,91.76,gas_steam,MW,nem,SA1
2003-03-01 06:35:00,90.4,gas_steam,MW,nem,SA1
2003-03-01 06:40:00,118.4,gas_steam,MW,nem,SA1
2003-03-01 06:45:00,126.3,gas_steam,MW,nem,SA1
2003-03-01 06:50:00,125.6,gas_steam,MW,nem,SA1
2003-03-01 06:55:00,124.9,gas_steam,MW,nem,SA1
2003-03-01 07:00:00,125.9,gas_steam,MW,nem,SA1
2003-03-01 07:05:00,124.0,gas_steam,MW,nem,SA1
2003-03-01 07:10:00,126.1,gas_steam,MW,nem,SA1
2003-03-01 07:15:00,119.8,gas_steam,MW,nem,SA1
2003-03-01 07:20:00,123.6,gas_steam,MW,nem,SA1
2003-03-01 07:25:00,125.0,gas_steam,MW,nem,SA1
2003-03-01 07:30:00,127.0,gas_steam,MW,nem,SA1
2003-03-01 07:35:00,125.0,gas_steam,MW,nem,SA1
2003-03-01 07:40:00,121.1,gas_steam,MW,nem,SA1
2003-03-01 07:45:00,121.3,gas_steam,MW,nem,SA1
2003-03-01 07:50:00,124.2,gas_steam,MW,nem,SA1
2003-03-01 07:55:00,122.8,gas_steam,MW,nem,SA1
2003-03-01 08:00:00,120.0,gas_steam,MW,nem,SA1
2003-03-01 08:05:00,119.5,gas_steam,MW,nem,SA1
2003-03-01 08:10:00,121.1,gas_steam,MW,nem,SA1
2003-03-01 08:15:00,128.7,gas_steam,MW,nem,SA1
2003-03-01 08:20:00,123.0,gas_steam,MW,nem,SA1
2003-03-01 08:25:00,122.1,gas_steam,MW,nem,SA1
2003-03-01 08:30:00,122.4,gas_steam,MW,nem,SA1
2003-03-01 08:35:00,124.9,gas_steam,MW,nem,SA1
2003-03-01 08:40:00,120.9,gas_steam,MW,nem,SA1
2003-03-01 08:45:00,119.2,gas_steam,MW,nem,SA1
2003-03-01 08:50:00,122.8,gas_steam,MW,nem,SA1
2003-03-01 08:55:00,123.0,gas_steam,MW,nem,SA1
2003-03-01 09:00:00,120.4,gas_steam,MW,nem,SA1
2003-03-01 09:05:00,125.0,gas_steam,MW,nem,SA1
2003-03-01 09:10:00,126.0,gas_steam,MW,nem,SA1
2003-03-01 09:15:00,124.2,gas_steam,MW,nem,SA1
2003-03-01 09:20:00,126.2,gas_steam,MW,nem,SA1
2003-03-01 09:25:00,123.8,gas_steam,MW,nem,SA1
2003-03-01 09:30:00,119.8,gas_steam,MW,nem,SA1
2003-03-01 09:35:00,118.0,gas_steam,MW,nem,SA1
2003-03-01 09:40:00,123.8,gas_steam,MW,nem,SA1
2003-03-01 09:45:00,124.8,gas_steam,MW,nem,SA1
2003-03-01 09:50:00,133.5,gas_steam,MW,nem,SA1
2003-03-01 09:55:00,137.8,gas_steam,MW,nem,SA1
2003-03-01 10:00:00,152.3,gas_steam,MW,nem,SA1
2003-03-01 10:05:00,150.8,gas_steam,MW,nem,SA1
2003-03-01 10:10:00,155.0,gas_steam,MW,nem,SA1
2003-03-01 10:15:00,151.8,gas_steam,MW,nem,SA1
2003-03-01 10:20:00,150.1,gas_steam,MW,nem,SA1
2003-03-01 10:25:00,153.2,gas_steam,MW,nem,SA1
2003-03-01 10:30:00,152.3,gas_steam,MW,nem,SA1
2003-03-01 10:35:00,153.2,gas_steam,MW,nem,SA1
2003-03-01 10:40:00,127.5,gas_steam,MW,nem,SA1
2003-03-01 10:45:00,121.8,gas_steam,MW,nem,SA1
2003-03-01 10:50:00,123.3,gas_steam,MW,nem,SA1
2003-03-01 10:55:00,119.8,gas_steam,MW,nem,SA1
2003-03-01 11:00:00,121.7,gas_steam,MW,nem,SA1
2003-03-01 11:05:00,123.3,gas_steam,MW,nem,SA1
2003-03-01 11:10:00,164.5,gas_steam,MW,nem,SA1
2003-03-01 11:15:00,178.2,gas_steam,MW,nem,SA1
2003-03-01 11:20:00,184.5,gas_steam,MW,nem,SA1
2003-03-01 11:25:00,183.7,gas_steam,MW,nem,SA1
2003-03-01 11:30:00,183.2,gas_steam,MW,nem,SA1
2003-03-01 11:35:00,181.6,gas_steam,MW,nem,SA1
2003-03-01 11:40:00,152.9,gas_steam,MW,nem,SA1
2003-03-01 11:45:00,129.4,gas_steam,MW,nem,SA1
2003-03-01 11:50:00,125.5,gas_steam,MW,nem,SA1
2003-03-01 11:55:00,121.3,gas_steam,MW,nem,SA1
2003-03-01 12:00:00,120.7,gas_steam,MW,nem,SA1
2003-03-01 12:05:00,127.4,gas_steam,MW,nem,SA1
2003-03-01 12:10:00,124.5,gas_steam,MW,nem,SA1
2003-03-01 12:15:00,125.2,gas_steam,MW,nem,SA1
2003-03-01 12:20:00,117.5,gas_steam,MW,nem,SA1
2003-03-01 12:25:00,119.9,gas_steam,MW,nem,SA1
2003-03-01 12:30:00,123.7,gas_steam,MW,nem,SA1
2003-03-01 12:35:00,123.4,gas_steam,MW,nem,SA1
2003-03-01 12:40:00,122.5,gas_steam,MW,nem,SA1
2003-03-01 12:45:00,121.7,gas_steam,MW,nem,SA1
2003-03-01 12:50:00,118.2,gas_steam,MW,nem,SA1
2003-03-01 12:55:00,120.0,gas_steam,MW,nem,SA1
2003-03-01 13:00:00,123.3,gas_steam,MW,nem,SA1
2003-03-01 13:05:00,123.2,gas_steam,MW,nem,SA1
2003-03-01 13:10:00,122.8,gas_steam,MW,nem,SA1
2003-03-01 13:15:00,120.8,gas_steam,MW,nem,SA1
2003-03-01 13:20:00,124.8,gas_steam,MW,nem,SA1
2003-03-01 13:25:00,120.8,gas_steam,MW,nem,SA1
2003-03-01 13:30:00,121.9,gas_steam,MW,nem,SA1
2003-03-01 13:35:00,122.4,gas_steam,MW,nem,SA1
2003-03-01 13:40:00,165.1,gas_steam,MW,nem,SA1
2003-03-01 13:45:00,218.0,gas_steam,MW,nem,SA1
2003-03-01 13:50:00,234.5,gas_steam,MW,nem,SA1
2003-03-01 13:55:00,255.1,gas_steam,MW,nem,SA1
2003-03-01 14:00:00,265.1,gas_steam,MW,nem,SA1
2003-03-01 14:05:00,280.8,gas_steam,MW,nem,SA1
2003-03-01 14:10:00,251.2,gas_steam,MW,nem,SA1
2003-03-01 14:15:00,212.0,gas_steam,MW,nem,SA1
2003-03-01 14:20:00,181.4,gas_steam,MW,nem,SA1
2003-03-01 14:25:00,165.7,gas_steam,MW,nem,SA1
2003-03-01 14:30:00,135.7,gas_steam,MW,nem,SA1
2003-03-01 14:35:00,121.8,gas_steam,MW,nem,SA1
2003-03-01 14:40:00,124.5,gas_steam,MW,nem,SA1
2003-03-01 14:45:00,123.3,gas_steam,MW,nem,SA1
2003-03-01 14:50:00,154.9,gas_steam,MW,nem,SA1
2003-03-01 14:55:00,163.2,gas_steam,MW,nem,SA1
2003-03-01 15:00:00,162.7,gas_steam,MW,nem,SA1
